id,question,reference_answer,provided_answer,answer_feedback,verification_feedback,score
e67570fd0fac4240aeb2e9ab1e103fae,What requirement has to be met so that you can use the piggybacking extension to the sliding window protocol?,Piggybacking only makes sense if there is a full-duplex or semi-duplex connection between sender and receiver i.e.  two-way communication or Frames must contain additional field for acknowledgement.,"requirement for piggybacking are:
1.Frames may contain implicit ACKs(acknowledgements)
2.it should be duplex operation
3.the initial Sequence No.should be 0.
4.the next Sequence No. what is estimated is given.
5.the next ACK-Sequence No. that is expected is also given.","Apart from the correct answer of duplex operation, the response also contains additional requirements. Point 1 is true but it refers to what happens in piggybackig and is not a requirement. Points 3, 4, and 5 are incorrect as they are only relevant to a specific example in the lecture.",Partially correct,0.5
0955e02e468c4066b4b2194f1f7e0dff,"In the lecture you have learned about congestion control with TCP. Name the 2 phases of congestion control and explain how the Congestion Window (cwnd) and the Slow Start Threshold (ss_thresh) change in each phase (after initialization, where cwnd = 1 and ss_thresh = advertised window size) in 1-4 sentences total.","Slow start: ss_thresh is constant, increment cwnd by one every time a segment is acknowledged until ss_tresh is reached, then slowed increase of cwnd Congestion Avoidance: cwnd is reset to 1 after adjusting ss_tresh = cwnd / 2","The two phases of congestion control are slow start and congestion avoidance. In the slow start phase, every time a segment is detected, the cwnd is increased by 1 until ss_thresh is reached. In the congestion avoidance phase, after a timeout ss_thresh is set to half of the current congestion window size cwnd, cwnd is then reset to 1 and the slow start phase is entered again.","In the slow start phase, what happens to the cwnd and threshold when the packet is lost before the threshold is reached. In the congestion avoidance phase, the cwnd is increased linearly before congestion occurs is not mentioned.",Partially correct,0.68
e3d8bfb769874c849dabbbc3332ff440,WHICH PROPERTY of spanning trees makes them appealing for broad- and multicasting? EXPLAIN how you can modify Link State Routing to construct a spanning tree for multicasting.,"Property: There is a single unique path between every pair of nodes in the tree. Alternatively, you can say that spanning trees are subnets of a network that do not contain loops but contain all nodes. This means that no unnecessary duplicates are distributed in the network when forwarding packets using that tree structure.

Spanning Tree with Link State Routing: Each intermediate system knows which multicast groups it belongs to, but initially doesn’t know which other IS belong to the groups. Therefore, you can add multicast group information to the link state packet and each node can construct multicast trees once the full network topology and group information are distributed in the whole network, as each node then has the complete state information stored locally (e.g. with Prim or Kruskal)","Spanning trees contain all nodes without any loops. Therefore we can use this structure to forward a package in all directions from which we have not received the package and eventually every node will receive the package a single time. 
	 The multicast basic principle involves all IS having to know the multicast tree. For Link State Routing all IS send link state packets, containing important information, periodically by broadcasting to all the others. Each IS then calculates a multicast tree from the now locally available and complete state information. Based on the information about the multicast tree the IS then determines the outgoing lines, on which the packets have to be transmitted.",The link-state modification description is partially correct. It is unclear which information link-state packets contain that then is used for constructing a multicast tree.,Partially correct,0.75
dfaa61173ddb452a9ad273d78e8a8d93,WHAT is the purpose of Reverse Path Forwarding and Reverse Path Broadcast? HOW do they work?,"Purpose: Both implement a more efficient kind (in terms of duplicate packets) of broadcasting than flooding / to minimize the number of duplicate packets in the network when broadcasting.

Reverse Path Forwarding:  Each node has a routing table stemming from unicast routing algorithms. When receiving a packet of sender S from neighbor N at node X, check the routing table and only forward the packet to all adjacent nodes (except for N) when you would send packets to S over N → the assumption is that the packet used the BEST route until now.
Reverse Path Broadcast: Nodes monitor unicast traffic to learn which paths in the network they are a part of, that is node X knows that is on the best path between two nodes A and B if it receives unicast packets coming from A and going to B or visa versa. In other words, each node knows which spanning trees it is part of in the network. Reverse Path Broadcasting works identical to Reverse Path Forwarding with the exception that it only forwards packets on edges that are part of a spanning tree (again excluding the incoming line to N).","Both algorithms try to detect duplicate packets in broadcasts and only forward packets that are likely new and need to be forwarded. Other packets are likely duplicates and are discarded.  In Reverse Path Forwarding, each router saves which path a packet takes from a sender S in a unicast communication, considering it to be the shortest path from S. From there on, broadcast packets from S that are not coming over that path are considered to be duplicates and are discarded. Broadcast packets from S coming over that path are accepted and broadcasted to all edges except to the incoming one. One disadvantage of RPF is that the packet is resent over all edges (except the incoming one), but not forwarded only over suitable edges.  In Reverse Path Broadcast, a node also remembers the path taken from a sender S in a unicast communication. Additionally, a node also learns that if it never received a unicast packet from S to another node B, then it is likely not on the shortest path from S to B. To reduce the unnecessary packet duplication in RPF, the packet is not forwarded on all edges (except the incoming edge), but only on the edges which are in the reversed direction to source S.","The response is correct with one exception. In RPB, unicast paths can be learned from both ways, S to node or node to S.",Partially correct,0.8
181b9f6a4ec9489eb7bf628ab050348b,What is the difference between asynchronous and synchronous transmission mode in the Data Link Layer.,"Asynchronous transmission: Every character a self-contained unit surrounded by a start bit and a stop bit, which is an easy and cheap pattern, but causes low transmission rates.

Synchronous transmission: Several characters pooled to a continuous stream of data (frames), Frames defined by SYN or flag, higher complexity, but higher transmission rates. Requires synchronization between sender and receiver.",The asynchronous transmission mode packs every single character to be sent into a packet and marks the bounds with a start and stop bit. This handling is simple and cheap but delivers low bit rates. Synchronous transmission mode pools multiple characters into a frame and marks the bounds of the packets with a SYN or flag as a header / trailer. This method is more complex but the bit rate is higher.,The response answers the differences correctly.,Correct,1.0
a90d7c53dfb54aad9e95e8067852e59d,"A company is planning to set up a new LAN at one of their locations and is looking for an appropriate medium access procedure. However, the funding is tight so they expect the channel load to be high compared to the hardware they can provide. Currently, they would like to have 20 systems sharing the channel, but it should be expandable later on. Which of the MAC procedures introduced in the lecture (Polling, TDMA with or without Reservation, Token Ring, Pure or Slotted ALOHA, 1-persistent CSMA, p-persistent CSMA, non-persistent CSMA or CSMA/CD) would you recommend?Give 2 reasons for your decision and 1 potential weakness of your recommendation in 2-6 sentences.","0.5 P for a sensible choice out of: Token Ring, p-persistent or non-persistent CSMA, CSMA/CD or TDMA with reservation 1P for the drawback and 1P for an advantage.The following properties may be considered: Scalability, waiting time, extendability, cost effectiveness, constraints, hardware requirements, compatibility, throughput, overhead, complexity and prioritization capabilities","Meine Empfehlung wäre CSMA/CD, da hierbei mehrere Stationen (20<) auf ein gemeinsames Medium zugreifen können. Bei diesem MAC Verfahren ist es von Vorteil das jede Station prüft und nur dann sendet sobald das Übertragungsmedium frei ist, gleichzeitig erkennt es bei gleichzeitigen Senden mehrer Stationen Kollisionen. Weiterer Vorteil ist, dass hierbei Zeit und Bandbreite eingespart werden kann.

Zum Problem werden könnte, wenn sich zu viele Stationen im LAN befinden, dass dadurch vermehrt Kollisionen auftreten.",Correct,Correct,3.5
9c296ce73abf4fc287f9dc16d1ba6571,Assume you have a local network with 3 users that are all interconnected and have perfect clocks. Typically the network is often congested as all users generate more traffic than the link’s capacities. Which of the encoding techniques introduced in the lecture should be used in this network to encode bitstreams? Give two reasons for your answer in 2-4 sentences.,"Binary Encoding, as it is the most efficient in terms of bandwidth since you get a full bit per baud instead of only 0.5. Additionally, you do not have to deal with clock drift and various ticking rates as all clocks are perfect. Therefore, self-clocking / clock recovery is not as necessary. Simple and cheap is also acceptable as one of the reasons.","We can use Binary encoding(NRZ) to solve the problem.

Reason 1: 
3 users are all interconnected and have perfect clocks, in this case we don not need to consider the clock issue. We can use Binary encoding(NRZ) because it has no self clocking feature.

Reason 2:  
The network is often congested as all users generate more traffic than the link’s capacities. To solve this problem we can use Binary encoding(NRZ) because it has good utilization of the bandwidth(1 bit per Baud).",Correct.,Correct,2.5
788f8ceae78c43e0b41578770f996b93,WHICH PROPERTY of spanning trees makes them appealing for broad- and multicasting? EXPLAIN how you can modify Link State Routing to construct a spanning tree for multicasting.,"Property: There is a single unique path between every pair of nodes in the tree. Alternatively, you can say that spanning trees are subnets of a network that do not contain loops but contain all nodes. This means that no unnecessary duplicates are distributed in the network when forwarding packets using that tree structure.

Spanning Tree with Link State Routing: Each intermediate system knows which multicast groups it belongs to, but initially doesn’t know which other IS belong to the groups. Therefore, you can add multicast group information to the link state packet and each node can construct multicast trees once the full network topology and group information are distributed in the whole network, as each node then has the complete state information stored locally (e.g. with Prim or Kruskal)","The property is that all IS know the multicast tree. To construct a spanning tree for multicasting, you also have to add the information of the other IS of the multicast group.","Initially, only each IS is aware of which group it belongs to and still needs to discover other group members. To construct a multicast spanning tree, we need to add the information to which group each IS belongs. The response does not state how this information is added, propagated, and used to construct the multicast spanning tree.",Incorrect,0.0
deb7fa0952024776b8e14ccea5c80f63,"Consider the following network topology from the lecture:With routing, we want to find the best path for our packets. For this, we first need to define a metric to evaluate the quality of a path. One possible choice could be the current load (i.e. the current utilization in terms of sent packets/bytes) on this path. Assume that A wants to send data to G, could this routing strategy cause any problems at the receiver end? Please explain your answer in 1-2 sentences.","Yes, using the current load to find the best path can lead to fluctuations/oscillations when there is more than one path between any pair of end systems in the network (here: CF and EI). This can cause packet reorderings at the receiving side.","The problem with chosing load as a metric is that the path may alter very often. Let us assume that the initiate path uses connection C-F then this path has a load >0 and the next packet will be send over another connection, this continues repeatedly.",But why is alternating a problem?,Partially correct,0.75
68e60e81dd824dc1bb80fe3d74e91127,"Consider the following topology from the exercise. This time, node A wants to distribute a packet using Reverse Path Broadcast (RPB). Assume that every IS knows the best path to A and also whether they are the next hop of their neighbors on the unicast path to A.Please list all the packets which are sent together with the information whether they will be forwarded or dropped at the receiving nodes. Use the following notation: (sender, receiver, drop) for dropped and (sender, receiver, forward) for forwarded packets. Please group these tuples according to the number of hops the packets have travelled so far. For dropped packets, please specify the reason why the packet has been dropped in a few words.Example for the notation:Hop 1:(C, A, forward)(C, B, drop) <= describe reason hereHop 2:(A, D, drop) <= describe reason here","Hop 1 :(A, B, forward),(A, C, forward), (A, D, drop) <= reason: remaining neighbors C and F do not use D as the next hop to get to A Hop 2 :(B, E, forward),(C, F, drop), <= reason: remaining neighbors D, E, G do not use F as the next hop to get to A Hop 3 :(E, G, forward)Hop 4 :(G, H, drop) <= reason: H is only connected to G, packet is not forwarded to incoming link","Hop 1:
A,B,forward
A,C,forward
A,D,forward
Hop 2:
B,C,drop <- shortest path is directly to a
B,E,forward
C,B,drop <- shortest path is directly to a
C,D,drop <- shortest path is directly to a
C,E,drop <- path via B is shorter
C,F,forward
D,C,drop <- shortest path is directly to a
D,F,drop <- path via C is shorter

Hop 3:
E,C,drop <- C directly to A is shorter
E,F,drop <- path via C is shorter
E,G,forward
F,D,drop <- D directly to A is shorter
F,E,drop <- path via B is shorter
F,G,drop -> path via E is shorter

Hop 4:
G,H, drop <- no further nodes.","In  RFB, (A,D, drop) and subsequent flow will change accordingly. Also (C, F, drop) will occur. Please consult the model solution.",Partially correct,1.5
6c73f28bffe443379554c270931a2f9e,WHICH PROPERTY of spanning trees makes them appealing for broad- and multicasting? EXPLAIN how you can modify Link State Routing to construct a spanning tree for multicasting.,"Property: There is a single unique path between every pair of nodes in the tree. Alternatively, you can say that spanning trees are subnets of a network that do not contain loops but contain all nodes. This means that no unnecessary duplicates are distributed in the network when forwarding packets using that tree structure.

Spanning Tree with Link State Routing: Each intermediate system knows which multicast groups it belongs to, but initially doesn’t know which other IS belong to the groups. Therefore, you can add multicast group information to the link state packet and each node can construct multicast trees once the full network topology and group information are distributed in the whole network, as each node then has the complete state information stored locally (e.g. with Prim or Kruskal)","The properties of Spanning Tree is Subset of subset including all router with no loop and to provide link redundancy while simultaneously preventing undesirable loops Prevent Broadcast Storms Maintain the overall load at a low level   To modify Link State Routing to construct a spanning tree for multicasting, all IS send link state packets periodically by broadcast to all the others containing information like distance to neighbors, expanded by information on multicast groups. Then each IS calculates a multicast tree from the now locally available and complete state information. Based on the information about the multicast tree, IS determines the outgoing lines and on which packets have to be transmitted.","The response correctly identifies the spanning-tree property that makes it appealing for broadcast and multicast except that it does not provide link redundancy. On the contrary, the spanning-tree algorithm blocks forwarding on redundant links by setting up one preferred link between nodes. The description of modification related to the link state algorithm to construct a  multicast spanning tree is correct.",Partially correct,0.75
20f89b8745e246ffa0183fb33a5aa74a,"Consider a single server queueing system with a buffer of size 10. Let us assume that 9 packets arrive per second and 10 packets are served per second on an average. Assume you monitor the system for exactly one minute after the system reaches equilibrium. How many seconds would you expect the system to be in a state in which there are less than 10 packets waiting in the queue? You need to justify your answer by showing steps involved; calculations, however, need not be included. headers.","Since we have a buffer size (N) of 10, we will always have less than 10 packets waiting in the queue unless there are exactly 10 packets in the queue. Therefore, we first calculate the probability of the system being full/having 10 packets in the queue. This is also called “blocking probability” or P_B.
P_B = ((1 - utilization) * utilization^N) / 1 - utilization^(N+1) = ((1-0.9) * 0.9^10) / (1 - 0.9^11) = 0.0508
Alternatively to the blocking probability, it is also valid to directly calculate P(X less than 10) = (1 -P_B) by summing up the probabilities for 0, 1, …, 9 packets to be in the queue. To calculate the expected time where the system is not blocked in the 60-second observation time-frame, we simply multiply the time frame with P(X less than 10) or the complement of P_B (0.25p) = 60 * (1-P_B) = 56.9512 seconds","57s
The average arrival rate is 9 and the average service rate is 10. According to the limited buffer size 10 we can calculate PB, which means the probability that the system is full. So the probability that in the state there are less than 10 packets is 1-PB. Based on the 1 minute monitoring time we can get the result 57s.","The response correctly states the steps required to calculate the non-blocking time and the obtained time. However, it is not clear how the end result was obtained; that is what mathematical operation was performed between 1-PB and 1 minute.",Partially correct,0.75
0bea924d64004071b8aa2f8eb49ca269,What requirement has to be met so that you can use the piggybacking extension to the sliding window protocol?,Piggybacking only makes sense if there is a full-duplex or semi-duplex connection between sender and receiver i.e.  two-way communication or Frames must contain additional field for acknowledgement.,"Both parties might send data simultaneously with implicit ACKs, therefore a full-duplex channel is needed.",The response answers the underlying requirement correctly.,Correct,1.0
1315077268d3421ebf42b6da295b1c3a,"A company is planning to set up a new LAN at one of their locations and is looking for an appropriate medium access procedure. However, the funding is tight so they expect the channel load to be high compared to the hardware they can provide. Currently, they would like to have 20 systems sharing the channel, but it should be expandable later on. Which of the MAC procedures introduced in the lecture (Polling, TDMA with or without Reservation, Token Ring, Pure or Slotted ALOHA, 1-persistent CSMA, p-persistent CSMA, non-persistent CSMA or CSMA/CD) would you recommend?Give 2 reasons for your decision and 1 potential weakness of your recommendation in 2-6 sentences.","0.5 P for a sensible choice out of: Token Ring, p-persistent or non-persistent CSMA, CSMA/CD or TDMA with reservation 1P for the drawback and 1P for an advantage.The following properties may be considered: Scalability, waiting time, extendability, cost effectiveness, constraints, hardware requirements, compatibility, throughput, overhead, complexity and prioritization capabilities",p-persistent CSMA because ithe throughput is better compared to the other procedures. But the p should be choosen well. This varition is a compromise between delay and throughput compared to 1-persistent and non-persistent CSMA.,What is your 2nd reason/advantage of p-persistent CSMA?,Partially correct,2.5
e8abad6cfb774beba11a42ffce69b720,"What happens to the ""collision domain diameter"" if you use CSMA / CD and increase the speed of a network by a factor of 10, eg from 10Mb / s to 100Mb / s (all else being equal)?","Diameter decreases by a factor of 10, e.g 300m to 30m.","In a CSMA/CD system the sender has to be able to recognize and react to collisions during sending. The minimal frame length is a measurement that stipulates how short a frame is allowed to be that it can travel back and forth through the longest distance between two stations in a network before sending is over. This allows the sender to detect collisions and prepare resending. The variables framelength, networkspeed and maximum distance (collision domain diameter) are dependant on each other.

Therefore, if one increases the speed of a network by a factor of 10, the framelength stays the same and then medium (cable) stays the same, then the collision domain diameter has to decrease by a factor of 10.",The response is correct as it answers the change in the diameter scale accurately.,Correct,1.0
73714c74faec4cf78eac8815b41dd67e,Why can duplicate packets be a problem in a network? Please state your answer in a single sentence.,if the receiver is not capable of differentiating between valid and duplicated packets it may act on the same information twice.,Duplicate packages can lead to congestion by overflowing buffers of intermediate systems if the amount of duplicates is too high and thus latency increased.,The response is correct.,Correct,0.5
f72a75f173d44d4c8f6c78d0cd08536d,"In the lecture you have learned about congestion control with TCP. Name the 2 phases of congestion control and explain how the Congestion Window (cwnd) and the Slow Start Threshold (ss_thresh) change in each phase (after initialization, where cwnd = 1 and ss_thresh = advertised window size) in 1-4 sentences .","Slow start (cwnd less than ss_thresh): 
In the slow start phase, cwnd is incremented by one every time a segment is acknowledged. This results in an exponential growth as cwnd is essentially doubled after each Round Trip Time (RTT). This is done until either a packet is lost or ss_thresh is reached. When cwnd >= ss_thresh, the congestion avoidance phase is entered. 
After a packet is lost / congestion the following adaption is made in both phases: ss_thresh = cwnd / 2. Then cwnd is reset to 1. 

Congestion Avoidance (cwnd >= ss_thresh):: 
In the congestion avoidance phase, cwnd is incremented more slowly. There are different incrementation strategies, but they usually grow linearly, e.g. only increment cwnd by 1 after all sent segments have been acknowledged. This is done until a packet is lost. Typically, this means that cwnd less than ss_thresh and the slow start phase is entered again. 
After a packet is lost / congestion the following adaption is made in both phases: ss_thresh = cwnd / 2. Then cwnd is reset to 1.","The first phase, slow start, will double cwnd every round-trip time by increasing it by 1 for each received ACK. When cwnd reaches ss_thresh, the congestion avoidance phase is entered. The congestion avoidance phase will additively increase cwnd by 1 every round-trip time.
If congestion is encountered in any of the phases, ss_thresh is set to half the value of cwnd, cwnd is set to 1 and the slow start phase is entered.",The response is correct and complete as it provides the phases' names and changes in the value of the congestion window and threshold correctly.,Correct,1.0
be1e1a7652b74628acf1f791c9fd94c5,What requirement has to be met so that you can use the piggybacking extension to the sliding window protocol?,Piggybacking only makes sense if there is a full-duplex or semi-duplex connection between sender and receiver i.e.  two-way communication or Frames must contain additional field for acknowledgement.,"Piggybacking requires a duplex communication, where both participants want to send and receive data frames, so that they both have the chance to bind their acknowledgement to the next outgoing data frame. To do so, all participants must have a certain  kind of buffer, as well as protocol about the timeout scheme and the maximum waiting time before sending out a single ACK-Frame if there is no outgoing data frame to attach the Ack to.",The response answers the underlying requirement correctly. The other point adds to the main requirement from the implementation and optimization point of view.,Correct,1.0
55b86a78437c4f2ca6cde2cfa676a2db,"What is ""frame bursting""? Also, give 1 advantage and disadvantage compared to the carrier extension.","Frame bursting reduces the overhead for transmitting small frames by concatenating a sequence of multiple frames in one single transmission, without ever releasing control of the channel.
Advantage :it is more efficient than carrier extension as single frames not filled up with garbage.
Disadvantage :need frames waiting for transmission or buffering and delay of frames","Allow sender to transmit CONCATENATED SEQUENCE OF MULTIPLE FRAMES in single transmission.
Advantage: better efficiency
Disadvantage: needs frames waiting for transmission",The response answers the question requirements correctly.,Correct,1.0
7877d557a2234fc580469207d1981ff4,"Please explain the problem with ""Distributed Queue Dual Buses"" that was discussed in the lecture in 1-3 sentences.",Depending on your position in the bus station have a disadvantage/advantage when reserving transmission rights.,"The problem is the fairness. Due to the reservation scheme and the fixed order of the stations, the stations at the end of the bus are disadvantaged to reserve any part of the generated frame.",The response correctly identifies the problem present in DQDB and provides an appropriate explanation for it.,Correct,1.0
aadd278bdba743eea75cbed8b050a47d,"What happens to the ""collision domain diameter"" if you use CSMA / CD and increase the speed of a network by a factor of 10, eg from 10Mb / s to 100Mb / s (all else being equal)?","Diameter decreases by a factor of 10, e.g 300m to 30m.",The collision domain diameter will decrease to about 1/10.,The response is correct as it answers the change in the diameter scale accurately.,Correct,1.0
232a0b5e357e47b9bd01564bb15afeda,"What is ""frame bursting""? Also, give 1 advantage and disadvantage compared to the carrier extension.","Frame bursting reduces the overhead for transmitting small frames by concatenating a sequence of multiple frames in one single transmission, without ever releasing control of the channel.
Advantage :it is more efficient than carrier extension as single frames not filled up with garbage.
Disadvantage :need frames waiting for transmission or buffering and delay of frames","in frame bursting the sender can transmit a concatenated sequence of multiple frames in a single transmission

a disadvantage is that frames need to wait for the transmission, on the other hand it will have a better efficiency","The response answer is correct as it contains an appropriate definition, advantage and disadvantage.",Correct,1.0
c26b674d582842c7a046bc2cc9b3cb38,Write-down all addresses in Class A networks that are reserved.,126 Class A nets can be addressed in classful IP addressing (1.xx.yy.zz - 126.xx.yy.zz) 127.xx.yy.zz is reserved for loopback testing 0.xx.yy.zz can be accepted if stated accordingly (definitions defer whether this is in Class A),0.0.0.0/810.0.0.0/8100.64.0.0/10127.0.0.0/8,Correct,Correct,0.5
0d6eab19e585478b9444b0eed77d1540,"What is ""frame bursting""? Also, give 1 advantage and disadvantage compared to the carrier extension.","Frame bursting reduces the overhead for transmitting small frames by concatenating a sequence of multiple frames in one single transmission, without ever releasing control of the channel.
Advantage :it is more efficient than carrier extension as single frames not filled up with garbage.
Disadvantage :need frames waiting for transmission or buffering and delay of frames","Advantage:
Allows the sender to transmit a series of frames in a single transmission in order to achieve a 
higher throughput.

Disadvantage:
Increases end-to-end-delay, as receiver has to wait for all the frames.","The response correctly answers the advantage and disadvantage of frame bursting. However, there is no specific definition in the response but it is enclosed in the advantage part.",Correct,1.0
6f26c3771dfe4442bd7c17ad46f1f27b,"A company is planning to set up a new LAN at one of their locations and is looking for an appropriate medium access procedure. However, the funding is tight so they expect the channel load to be high compared to the hardware they can provide. Currently, they would like to have 20 systems sharing the channel, but it should be expandable later on. Which of the MAC procedures introduced in the lecture (Polling, TDMA with or without Reservation, Token Ring, Pure or Slotted ALOHA, 1-persistent CSMA, p-persistent CSMA, non-persistent CSMA or CSMA/CD) would you recommend?Give 2 reasons for your decision and 1 potential weakness of your recommendation in 2-6 sentences.","0.5 P for a sensible choice out of: Token Ring, p-persistent or non-persistent CSMA, CSMA/CD or TDMA with reservation 1P for the drawback and 1P for an advantage.The following properties may be considered: Scalability, waiting time, extendability, cost effectiveness, constraints, hardware requirements, compatibility, throughput, overhead, complexity and prioritization capabilities","Slotted ALOHA is hier recommended due to the reasons:
1-Any station can transmit the data at the beginning of any time slot .
2-It reduces the number of collisions to half and doubles the efficiency of pure ALOHA .
The potential weakness: Clock synchronisation can not be achieved.","Reason 1 and 2 do not really explain, why you chose slotted ALOHA and not for example CSMA/CD because those two things are also applicable with CSMA/CD. Also, why can Clock synchronization not be achieved?",Partially correct,2.0
4b2267763f4446e1963a0f17fa069fc9,"Please explain the problem with ""Distributed Queue Dual Buses"" that was discussed in the lecture in 1-3 sentences.",Depending on your position in the bus station have a disadvantage/advantage when reserving transmission rights.,"If a node wants to send something, it has to make a reservation first. This can result in unfairness between the nodes. Because the position of the nodes play part on how easy or often a node can make reservation to other nodes.",The response correctly answers the question.,Correct,1.0
4eaa63e303ec43b4acb46240977b4f28,What requirement has to be met so that you can use the piggybacking extension to the sliding window protocol?,Piggybacking only makes sense if there is a full-duplex or semi-duplex connection between sender and receiver i.e.  two-way communication or Frames must contain additional field for acknowledgement.,"Both parties have to agree on the protocol before and therefore consider the additional ack-field in a data transmission frame.Both parties have to have a buffer and must be able to reflect on its status. 
In the data frames are the fields buffer size, ACK and SEQ sent - in both directions.",The response is correct as a separate field for acknowledgment in the data frame is a must.,Correct,1.0
c527245986be4fcaa4512004d9752e16,"In the lecture you have learned about congestion control with TCP. Name the 2 phases of congestion control and explain how the Congestion Window (cwnd) and the Slow Start Threshold (ss_thresh) change in each phase (after initialization, where cwnd = 1 and ss_thresh = advertised window size) in 1-4 sentences .","Slow start (cwnd less than ss_thresh): 
In the slow start phase, cwnd is incremented by one every time a segment is acknowledged. This results in an exponential growth as cwnd is essentially doubled after each Round Trip Time (RTT). This is done until either a packet is lost or ss_thresh is reached. When cwnd >= ss_thresh, the congestion avoidance phase is entered. 
After a packet is lost / congestion the following adaption is made in both phases: ss_thresh = cwnd / 2. Then cwnd is reset to 1. 

Congestion Avoidance (cwnd >= ss_thresh):: 
In the congestion avoidance phase, cwnd is incremented more slowly. There are different incrementation strategies, but they usually grow linearly, e.g. only increment cwnd by 1 after all sent segments have been acknowledged. This is done until a packet is lost. Typically, this means that cwnd less than ss_thresh and the slow start phase is entered again. 
After a packet is lost / congestion the following adaption is made in both phases: ss_thresh = cwnd / 2. Then cwnd is reset to 1.","2 Phases of Congestion Control are slow start and congestion avoidance. 
Phase 1: Slow start
The slow start happens when a new connection starts or increase traffic after congestion was experienced. The initial value of cwnd is 1. And by each time a segment is acknowledged, cwnd increase itself by one. The phase continue until reach ss_thresh or packet loss happens. 
For example,
Initially cwnd = 1
After 1 RTT, cwnd = 2^(1) = 2
2 RTT, cwnd = 2^(2) = 4
3 RTT, cwnd = 2^(3) = 8

Phase 2: Conegestion Avoidance
When reach the ss_thresh but no timeout, the grows linearly (cwnd = cwnd+1). When the timeout happens, that means congestion of the network. ss_thresh is set to 50% of the current size of the congestion window. And the cwnd is reset to 1, and then slow start happens.",The response is partially correct because the slow start phase's description is missing how ss_thresh changes when a packet is lost.,Partially correct,0.875
fd593a604ba5441f9079e43492c93b60,"In the lecture you have learned about congestion control with TCP. Name the 2 phases of congestion control and explain how the Congestion Window (cwnd) and the Slow Start Threshold (ss_thresh) change in each phase (after initialization, where cwnd = 1 and ss_thresh = advertised window size) in 1-4 sentences .","Slow start (cwnd less than ss_thresh): 
In the slow start phase, cwnd is incremented by one every time a segment is acknowledged. This results in an exponential growth as cwnd is essentially doubled after each Round Trip Time (RTT). This is done until either a packet is lost or ss_thresh is reached. When cwnd >= ss_thresh, the congestion avoidance phase is entered. 
After a packet is lost / congestion the following adaption is made in both phases: ss_thresh = cwnd / 2. Then cwnd is reset to 1. 

Congestion Avoidance (cwnd >= ss_thresh):: 
In the congestion avoidance phase, cwnd is incremented more slowly. There are different incrementation strategies, but they usually grow linearly, e.g. only increment cwnd by 1 after all sent segments have been acknowledged. This is done until a packet is lost. Typically, this means that cwnd less than ss_thresh and the slow start phase is entered again. 
After a packet is lost / congestion the following adaption is made in both phases: ss_thresh = cwnd / 2. Then cwnd is reset to 1.",Phase 1: Slow start ss_thresh does not change in this phase. cwnd will get incremented by one each time a segment is acknowledged until it reaches ss_thresh or packet loss is encountered. This results in a doubling of cwnd each round trip time until hitting ss_thresh or packet loss occurs. Phase 2: Congestion Avoidance When ss_thresh is reached cwnd start growing linear (increasing by 1 every round trip) until a time out occurs. When a time out occurs ss_thresh is set to cwnd/2 and cwnd is set to 1 again. Then the slow start phase starts again.,The response is partially correct because the slow start phase description is missing detail about how ss_thresh changes when a packet is lost.,Partially correct,0.875
e89e8155ab06459cbbe0dfa86d5499b6,Transparent bridges manage a bridge table for the forwarding process. Please describe what information the table holds and how it is modified during the backwards learning phase. How is the table used in the forwarding process and what is one benefit of that? Please answer the question in 2-5 sentences. ,"1.A mapping between destinations/stations (MACs) and outgoing LAN interfaces.
2.This table is initially empty and received packages are flooded on every line. When a bridge receives a frame (as the bridge runs in promiscuous mode it listens in on all the traffic arriving at its LAN links) with source address Q on LAN L, it adds the timestamped entry “Q can be reached over L” to the table and the next time a packet with destination Q arrives, it is forwarded on link L. The time-stamp is used to update or purge old entries. Therefore, it learns by observing the incoming traffic.
3.To do selective forwarding instead of flooding. 
4.i)less duplication/unnecessary flooding is prevented.
ii)less congestion.
iii)better bandwidth usage than flooding.","The tables hold information where the frame from node in one LAN should send to the node of other LAN and the table is modified by doing and learning, so at the beginning if a bridge get a frame and they don’t know the destination they do flooding, if the source and destination LANs are identical then the frame where dropped and if the source and destination LANs where differ the frame were rerouted to destination LAN, so the bridge learns from traffic and builds up their for-warding table from this learning process. 
For example, Bridge receives frames with source address Q on LAN L, Q can be reached over L, it will create table entry accordingly.
The benefit is, more traffic more learning, so the efficiency depends on the intensity of traffic.","The stated benefit presents the scenario when the bridge works best but the question asked for the benefit derived once the bridge table is available, i.e. fewer duplicates. Apart from that, the response is correct.",Partially correct,0.75
